PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
50545,1813,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,740,0,0,0,Married,UNDER GRADUATE,34,M,20000,62,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,689,P2
50546,35,19,19,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,2,0,0,162,3,2,0,Married,GRADUATE,40,M,45000,125,0.5,0.5,0.395,-99999,0,0.473,1,0,0,0,0,5.031,0,0,others,ConsumerLoan,673,P2
50547,43,35,20,9,194,17,0,0,0,0,0,7,5,25,5,14,0,0,0,0,0,0,0,0,0,17,8,1,0,1,0,0,0,27,7,1,1,Married,UNDER GRADUATE,37,M,60000,144,0.176,0,0.812,-99999,0,-99999,0,0,0,0,0,0.531,1,0,ConsumerLoan,ConsumerLoan,670,P2
50548,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,695,0,0,0,Married,UNDER GRADUATE,39,M,21000,125,1,0,0.529,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,678,P2
50549,77,6,2,7,51,18,6,7,1,51,51,2,0,15,2,13,0,0,0,0,0,0,0,0,0,18,5,0,0,0,4,0,0,401,0,0,0,Married,GRADUATE,30,M,30000,123,0.667,0,0.983,-99999,0,-99999,1,0,0,0,0,-99999,0,1,HL,PL,701,P1
50550,-99999,33,8,13,142,142,0,3,3,0,77,10,7,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,1,1,1,38,4,4,3,Married,OTHERS,37,M,25000,128,0.333,0,0.873,-99999,0,-99999,0,1,0,1,0,-99999,1,0,ConsumerLoan,ConsumerLoan,638,P4
50551,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,447,0,0,0,Married,12TH,25,M,45000,113,1,0,0.585,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,672,P2
50552,20,1,1,1,1,1,1,1,0,1,1,0,0,34,10,22,0,0,0,0,0,0,0,0,0,1,12,2,0,0,2,0,0,141,2,1,0,Married,SSC,41,M,31500,124,0.381,0.25,0.76,-99999,1,0.626,1,0,0,0,0,13.768,0,0,ConsumerLoan,others,735,P1
50553,916,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1316,0,0,0,Single,SSC,43,M,25000,125,1,0,0.022,-99999,0,-99999,0,0,0,0,0,1.36,0,0,ConsumerLoan,ConsumerLoan,683,P2
50554,43,9,5,3,40,6,1,3,2,6,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,6,4,4,1,13,11,6,Married,GRADUATE,27,M,30000,27,1,0,0.953,-99999,0,-99999,0,1,0,0.667,0,-99999,0,0,ConsumerLoan,PL,634,P4
50555,765,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,43,M,16000,155,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,682,P2
50556,45,30,26,5,60,30,0,0,0,0,0,1,0,29,3,6,0,0,0,0,0,0,0,0,0,30,8,1,1,1,2,0,2,35,5,3,1,Single,POST-GRADUATE,30,M,38000,90,0.056,1,0.923,-99999,0,-99999,0,0,1,0,1,1.316,1,0,others,AL,694,P2
50557,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,157,2,1,0,Married,SSC,26,M,14200,56,1,0,0.716,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,ConsumerLoan,662,P3
50558,47,5,2,2,45,45,2,2,0,45,45,1,0,1,1,1,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,5,1,1,1,Married,SSC,38,M,30000,123,0.5,0.333,0.65,-99999,0,-99999,0,0,0,0,0,1.667,0,0,ConsumerLoan,ConsumerLoan,676,P2
50559,997,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,31,F,13000,44,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,691,P2
50560,1028,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,218,7,0,0,Married,OTHERS,38,M,20000,48,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,687,P2
50561,49,3,2,2,24,24,2,2,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,3,2,3,7,8,4,3,Single,POST-GRADUATE,25,M,30800,32,0.5,0,0.971,-99999,0,-99999,0,0.667,0,0.667,0,-99999,0,0,others,AL,649,P4
50562,282,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,48,5,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,285,1,0,0,Married,12TH,30,M,37000,107,0.333,0,0.53,-99999,0,0.53,1,0,0,0,0,18.919,0,0,PL,others,701,P1
50563,52,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,2,62,8,8,6,Single,GRADUATE,23,M,38000,83,1,1,0.703,-99999,0,1,1,1,0,1,0,1.78,0,0,ConsumerLoan,PL,643,P4
50564,7,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197,1,0,0,Married,OTHERS,36,M,15000,62,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,673,P2
50565,688,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,38,M,35000,89,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,683,P2
50566,163,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,50,M,25000,183,0.429,0.143,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,682,P2
50567,349,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,104,4,1,0,Single,POST-GRADUATE,27,M,25000,56,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,677,P2
50568,38,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,32,2,8,2,2,2,0,0,0,0,0,0,0,4,0,0,0,2,2,2,14,3,3,1,Married,12TH,27,M,12000,125,0.333,0,0.355,-99999,0,-99999,0,1,0,1,0,13.542,1,0,ConsumerLoan,others,667,P3
50569,50,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354,1,0,0,Single,GRADUATE,23,M,26000,33,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,688,P2
50570,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,2,7,7,7,Married,GRADUATE,30,M,45000,245,1,1,0,-99999,1,-99999,0,0,1,0,1,0,0,0,ConsumerLoan,CC,632,P4
50571,74,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,969,0,0,0,Married,SSC,36,M,20000,112,0.385,0,0.039,-99999,0,-99999,0,0,0,0,0,2.901,0,0,ConsumerLoan,ConsumerLoan,706,P1
50572,787,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1666,0,0,0,Married,GRADUATE,31,M,20500,76,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,691,P2
50573,57,34,1,10,35,6,5,5,0,35,35,1,0,31,4,10,0,0,0,0,0,0,0,0,0,3,19,11,7,7,2,0,0,8,7,7,4,Married,GRADUATE,37,M,35000,152,0.5,1,0.638,0.739,1,0.689,1,0,1,0,0.636,10.879,1,0,CC,CC,667,P3
50574,1084,31,25,7,90,60,0,0,0,-99999,-99999,7,6,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,1,0,1,223,1,0,0,Married,12TH,33,M,40000,77,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,PL,AL,669,P2
50575,49,35,11,3,274,274,0,1,1,0,21,2,1,10,4,9,0,0,0,0,0,0,0,0,0,21,10,1,1,1,3,2,3,4,6,4,1,Married,GRADUATE,35,M,55000,75,0.231,0.5,0.94,0.938,1,-99999,0,0.667,1,0.667,1,1.016,1,1,ConsumerLoan,HL,679,P2
50576,35,25,22,4,89,29,0,0,0,0,0,3,3,139,0,9,10,0,2,0,0,0,0,0,0,29,18,11,2,3,4,3,3,83,7,5,2,Married,GRADUATE,31,M,13000,26,0.024,1,0.713,0.713,1,-99999,1,1,0.667,0.75,0.182,1.917,1,1,PL,ConsumerLoan,679,P2
50577,37,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,1,1,1,Married,12TH,41,M,25000,167,1,0,1.004,-99999,0,-99999,0,0,0,0,0,50.78,0,0,others,others,671,P2
50578,66,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,13,7,6,5,Single,SSC,32,M,20000,28,1,0.5,0.782,-99999,0,-99999,0,0,1,0,1,3.38,0,0,ConsumerLoan,ConsumerLoan,649,P4
50579,57,7,6,2,40,10,0,2,2,0,40,1,0,172,24,52,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,2,5,2,2,Married,12TH,26,M,20000,69,0.564,0.375,0.998,-99999,0,-99999,0,0,0,0,0,5.431,1,0,ConsumerLoan,ConsumerLoan,716,P1
50580,67,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,31,F,25000,68,1,0,0.454,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,682,P2
50581,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,1,0,0,Married,GRADUATE,27,M,25000,71,1,0,0.3,-99999,0,-99999,0,0,0,0,0,0.6,0,0,others,others,678,P2
50582,13,14,2,19,240,30,3,14,11,30,180,7,5,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,87,5,4,2,Married,GRADUATE,32,M,38000,126,1,0,0.067,-99999,0,-99999,0,0,0,0,0,14.474,0,0,ConsumerLoan,others,651,P4
50583,60,6,5,2,20,20,1,2,1,20,20,0,0,18,4,10,0,0,0,0,0,0,0,0,0,20,30,6,0,1,7,1,1,71,3,2,1,Married,GRADUATE,34,F,30000,54,0.211,0,0.981,0.969,1,0.793,1,1,0,0.143,0,7.091,0,1,PL,CC,703,P1
50584,54,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,2,7,6,6,Married,SSC,30,M,23000,30,1,0.5,0.65,-99999,0,-99999,0,0,1,0,1,0.08,0,0,ConsumerLoan,ConsumerLoan,652,P4
50585,58,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,2,7,3,4,69,8,5,1,Single,GRADUATE,32,M,29000,99,0.4,0,0.673,-99999,0,0.702,1,0.75,0.5,0.429,0.5,4.303,0,0,CC,ConsumerLoan,681,P2
50586,32,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,4,6,6,6,20,15,15,1,Married,12TH,34,M,21000,50,1,1,0.5,-99999,0,-99999,0,1,1,1,1,0.589,0,0,others,CC,666,P3
50587,502,22,18,4,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,60,1,1,1,Single,UNDER GRADUATE,22,M,18000,30,0.5,1,1.328,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,664,P3
50588,85,12,8,4,28,27,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,655,0,0,0,Single,OTHERS,25,M,6700,30,1,0,0.27,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,676,P2
50589,496,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,2,2,2,Married,12TH,36,M,19000,246,0,0,0,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,others,659,P3
50590,1251,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1822,0,0,0,Married,GRADUATE,32,F,45000,77,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,688,P2
50591,26,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,208,1,0,0,Married,SSC,41,M,18000,30,1,0,0.581,-99999,0,-99999,0,0,0,0,0,0.584,0,0,ConsumerLoan,AL,677,P2
50592,70,11,11,1,20,20,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,1,1,1,17,4,4,3,Married,GRADUATE,23,F,65000,51,1,1,0.673,-99999,0,-99999,0,1,0,1,0,0.889,0,0,PL,others,643,P4
50593,51,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,4,0,0,260,2,0,0,Married,GRADUATE,39,M,20000,125,0.5,0,0.457,0.805,1,0.125,1,0,0,0,0,7.297,0,0,CC,ConsumerLoan,689,P2
50594,78,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,5,2,2,2,6,11,11,4,Married,GRADUATE,25,M,25000,102,1,1,0.833,0.695,1,-99999,0,1,1,1,0.833,1.673,0,0,CC,CC,662,P3
50595,51,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,2,1,Single,UNDER GRADUATE,23,M,35000,101,1,1,0.983,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,666,P3
50596,88,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,270,1,0,0,Married,SSC,38,M,12000,48,1,0,0.389,-99999,0,-99999,0,0,0,0,0,2.025,0,0,ConsumerLoan,ConsumerLoan,681,P2
50597,385,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,13,5,11,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,12TH,26,M,14000,65,1,0,0.778,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,699,P2
50598,144,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,7,7,33,11,10,3,Single,GRADUATE,28,M,45000,62,0.667,0.5,1.04,-99999,0,-99999,0,1,0,1,0,-99999,0,0,others,others,688,P2
50599,239,25,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,480,0,0,0,Married,GRADUATE,31,M,25000,153,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,667,P3
50600,73,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,2,2,2,Single,12TH,22,M,20000,77,1,0,0.34,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,668,P3
50601,50,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,13,5,4,3,Married,SSC,30,M,20000,95,1,0.667,0.865,-99999,0,-99999,0,1,0,1,0,2.15,0,0,PL,others,648,P4
50602,97,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,193,1,0,0,Married,SSC,33,M,25000,227,0.444,0.5,0.885,-99999,0,-99999,0,0,0,0,0,0.56,1,0,PL,CC,692,P2
50603,2426,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,37,F,11500,70,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,681,P2
50604,31,18,6,4,8,8,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,2,2,2,43,4,3,2,Married,12TH,50,M,40000,182,0.375,0.5,0.344,0.179,1,-99999,0,1,0,1,0,3.026,1,0,others,others,706,P1
50605,73,32,31,2,26,25,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,1261,0,0,0,Married,GRADUATE,24,M,13890,41,0.5,1,1.02,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,660,P3
50606,48,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,28,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,Married,GRADUATE,33,F,40000,74,0.25,0.5,0.793,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,HL,701,P1
50607,37,12,4,8,29,28,1,7,6,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,1,1,1,0,0,0,3,2,2,1,Married,12TH,31,M,20000,187,1,1,0.693,1,1,-99999,0,0,1,0,1,1.131,0,0,others,AL,662,P3
50608,78,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,31,M,30000,60,1,0,0,-99999,0,-99999,0,0,0,0,0,0.043,0,0,others,others,698,P2
50609,64,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,1,1,Single,GRADUATE,22,M,20000,17,1,0,0.177,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,675,P2
50610,817,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1740,0,0,0,Single,OTHERS,35,M,18000,185,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,705,P1
50611,53,32,9,2,25,25,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,4,0,0,1016,0,0,0,Married,GRADUATE,38,M,47900,79,0.429,0,0.635,-99999,0,0.198,1,0,0,0,0,2.088,1,0,PL,PL,680,P2
50612,340,31,2,17,89,29,4,8,4,29,89,1,1,81,8,22,0,0,0,0,0,0,0,0,0,29,6,0,0,0,1,0,0,953,0,0,0,Married,UNDER GRADUATE,56,M,55000,65,0.8,0,0.672,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,736,P1
50613,52,31,3,21,205,25,1,1,0,25,25,12,7,0,0,0,0,0,0,0,0,0,0,0,0,25,13,1,0,1,0,0,0,38,9,3,3,Married,SSC,29,M,20000,68,0.308,0,0.716,-99999,0,-99999,0,0,0,0,0,1.73,1,0,others,others,663,P3
50614,117,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,335,1,0,0,Married,12TH,34,M,17000,113,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,682,P2
50615,121,16,16,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,1,1,1,1,Married,SSC,36,M,41000,87,0.667,0,0.75,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,658,P4
50616,89,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,55,8,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,350,2,0,0,Married,12TH,46,M,20000,269,0.357,0.667,0.935,-99999,0,-99999,0,0,0,0,0,7.05,1,0,ConsumerLoan,ConsumerLoan,711,P1
50617,28,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,7,1,1,1,Single,12TH,28,M,35000,87,0.5,0,0.274,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,others,663,P3
50618,115,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,283,1,0,0,Married,GRADUATE,43,M,35000,155,1,0,0.3,-99999,0,-99999,0,0,0,0,0,0.714,0,0,PL,PL,671,P2
50619,56,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,22,M,17000,14,1,0,0.833,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,683,P2
50620,87,35,1,39,900,900,7,15,8,900,900,35,35,0,0,0,0,0,0,0,0,0,0,0,0,900,27,8,5,7,7,2,2,20,14,11,7,Married,GRADUATE,52,M,28000,65,0.3,0.5,0.765,1,1,-99999,1,1,0.714,0.286,0.625,2.935,0,0,CC,others,616,P4
50621,330,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1051,0,0,0,Single,GRADUATE,21,M,12000,14,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,695,P2
50622,142,2,2,1,29,29,1,1,0,29,29,0,0,36,5,11,0,0,0,0,0,0,0,0,0,29,16,1,1,1,5,2,2,2,13,13,11,Married,UNDER GRADUATE,29,M,25000,54,0.333,1,0.955,-99999,0,0.955,1,1,1,0.4,1,12,0,0,ConsumerLoan,PL,636,P4
50623,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,9,9,2,14,14,3,Married,SSC,31,F,15000,101,1,1,0.028,-99999,0,-99999,0,1,0,1,0,-99999,0,0,ConsumerLoan,PL,660,P3
50624,293,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,791,0,0,0,Married,12TH,37,F,22000,122,1,0,0,-99999,0,-99999,0,0,0,0,0,1.773,0,0,ConsumerLoan,PL,690,P2
50625,37,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,1,282,1,0,0,Married,SSC,29,M,30000,155,0.3,0.714,0.829,-99999,0,-99999,0,0,0,0,0,1.647,0,0,PL,ConsumerLoan,692,P2
50626,23,35,26,9,900,900,0,0,0,0,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,900,9,2,0,1,2,0,0,177,3,2,0,Married,12TH,43,M,32000,125,0.2,1,0.166,-99999,0,-99999,1,0,0,0,0,0.277,0,0,ConsumerLoan,ConsumerLoan,730,P1
50627,64,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,3,1,1,Married,SSC,26,M,36000,194,0.25,0,0.908,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,686,P2
50628,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,23,M,30000,42,1,0,1.059,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,682,P2
50629,60,34,26,18,101,73,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,3,3,3,3,4,4,1,Married,12TH,27,M,25000,63,0.09,0.667,0.534,-99999,0,-99999,0,1,0,1,0,6.924,1,0,PL,ConsumerLoan,656,P4
50630,55,5,3,3,24,24,3,3,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,510,0,0,0,Married,GRADUATE,27,M,19000,64,1,0,0.423,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,684,P2
50631,73,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,3,3,1,Single,12TH,21,M,9500,42,1,1,0.5,-99999,0,-99999,0,0,0,0,0,2.316,0,0,ConsumerLoan,ConsumerLoan,683,P2
